artist_name,﻿genre,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Gym Class Heroes,Dance,Stereo Hearts (feat. Adam Levine),0qOnSQQF0yzuPWsXrQ9paz,77,0.0319,0.646,210960,0.795,0,A,0.267,-3.293,Major,0.0976,89.99,4/4,0.796
Halsey,Dance,Gasoline,2IO7yf562c1zLzpanal1DT,76,0.223,0.731,199593,0.58,0,A#,0.129,-7.328,Minor,0.0399,119.997,4/4,0.319
Demi Lovato,Dance,Stone Cold,56twMOlq9DJc3EgpVUVIrW,79,0.475,0.412,191308,0.472,0,G#,0.0974,-7.543,Major,0.0476,139.321,3/4,0.327
Hailee Steinfeld,Dance,Capital Letters,6l0Ky2PycJV1Bz88kFeVGL,81,0.0337,0.661,219373,0.814,8.27e-06,C,0.0518,-5.529,Major,0.0759,99.963,4/4,0.459
Halsey,Dance,Now Or Never,7i2DJ88J7jQ8K7zqFX2fW8,76,0.107,0.67,214802,0.585,1.11e-06,F#,0.131,-4.861,Minor,0.0354,110.03,4/4,0.447
benny blanco,Dance,I Found You (with Calvin Harris),5sdb5pMhcK44SSLsj1moUh,82,0.033,0.775,191496,0.872,0.0579,F#,0.298,-4.194,Major,0.0469,122.994,4/4,0.379
Julia Michaels,Dance,Heaven,1T575AhHueYinKSDflEsGK,79,0.857,0.552,191787,0.371,0,G,0.0838,-9.104,Minor,0.0359,199.843,3/4,0.245
ZAYN,Dance,PILLOWTALK,0PDUDa38GO8lMxLCRc4lL1,78,0.117,0.584,202747,0.7,0,B,0.0939,-4.275,Major,0.0456,124.944,4/4,0.438
Gryffin,Dance,Tie Me Down (with Elley Duhé),4QVS8YCpK71R4FsxSMCjhP,76,0.135,0.548,218296,0.839,0,F#,0.102,-2.371,Major,0.0644,98.932,4/4,0.314
Ne-Yo,Dance,So Sick,6brl7bwOHmGFkNw3MBqssT,78,0.273,0.699,207187,0.592,0,F#,0.202,-8.298,Major,0.262,94.933,4/4,0.589
Rihanna,Dance,Take A Bow,3goSVuTt3fDYDP6kRnFwuL,79,0.248,0.697,229413,0.467,0,A,0.0941,-7.536,Major,0.0715,82.081,4/4,0.572
T-Pain,Dance,Buy U a Drank (Shawty Snappin'),2aIdVb8v9KTpEZnftkz2mD,77,0.0108,0.451,227960,0.55,0,C#,0.0737,-8.137,Major,0.262,80.001,4/4,0.594
Lady Gaga,Dance,Music To My Eyes,5IXk9TVBuxG87sFrwclBJw,78,0.392,0.625,199200,0.356,0.00129,D,0.1,-9.044,Major,0.0319,114.805,3/4,0.325
Bruno Mars,Dance,Versace On The Floor,0kN8xEmgMW9mh7UmDYHlJP,78,0.196,0.578,261240,0.574,0,D,0.083,-6.209,Major,0.0454,174.152,4/4,0.301
Meghan Trainor,Dance,Like I'm Gonna Lose You,2YlZnw2ikdb837oKMKjBkW,79,0.4,0.63,225053,0.53,0,C,0.177,-7.259,Major,0.0434,108.038,3/4,0.417
Selena Gomez,Dance,Bad Liar,2fZQIJew3nkNe99s2PKzul,76,0.189,0.965,214648,0.414,0,C#,0.0767,-6.408,Major,0.0713,121.032,4/4,0.728
Usher,Dance,Yeah! (feat. Lil Jon & Ludacris),5rb9QrpfcKFHM1EUbSIurX,80,0.0183,0.894,250373,0.791,0,D,0.0388,-4.699,Major,0.112,105.018,4/4,0.583
Shawn Mendes,Dance,Fallin' All In You,5EYBryPOgIEPB7r5QIy6eG,79,0.405,0.853,235747,0.476,0,G#,0.111,-6.696,Major,0.0361,92.038,4/4,0.796
Shawn Mendes,Dance,Youth (feat. Khalid),1h0yImRPIVAjhhHeNVlTuC,80,0.56,0.534,190867,0.596,0,F#,0.133,-6.653,Minor,0.117,100.121,4/4,0.324
Camila Cabello,Dance,Real Friends,5vnpANH92iEajvGwE2oQ6r,79,0.235,0.701,223583,0.512,5.07e-06,C,0.135,-6.869,Minor,0.0969,91.947,4/4,0.663
Demi Lovato,Dance,Tell Me You Love Me,3hYvGiw2Q8QE2YWdIJLBz0,76,0.0241,0.536,236987,0.582,0,D#,0.181,-5.452,Minor,0.0433,82.142,4/4,0.253
P!nk,Dance,What About Us,0Qh38w01QRXK6KHIv0e3hb,78,0.0285,0.489,269600,0.588,2.11e-06,C#,0.0906,-6.177,Major,0.0507,113.617,4/4,0.187
Justin Timberlake,Dance,Cry Me a River,7Lf7oSEVdzZqTA0kEDSlS5,77,0.575,0.624,288333,0.653,0,G#,0.104,-6.582,Minor,0.176,73.884,4/4,0.565
Lady Gaga,Dance,Look What I Found,6Id5RM56PFn2hB4I0ox0WA,77,0.456,0.849,175240,0.493,0.000463,C#,0.133,-4.1,Minor,0.0417,97.012,4/4,0.447
Sia,Dance,The Greatest,7xHWNBFm6ObGEQPaUxHuKO,77,0.0102,0.668,210227,0.725,0.000479,C#,0.0561,-6.127,Major,0.266,191.944,4/4,0.729
Lauv,Dance,Enemies,3JJYIoJ5FyY9E0DGjr7SXF,77,0.175,0.696,194755,0.693,0,D#,0.122,-4.64,Major,0.044,126.025,4/4,0.601
Kesha,Dance,Praying,0jdny0dhgjUwoIp5GkqEaA,76,0.491,0.576,230267,0.39,0,A#,0.111,-7.202,Major,0.0297,73.433,4/4,0.319
The Chainsmokers,Dance,Paris,15vzANxN8G9wWfwAJLLMCg,78,0.0243,0.646,221520,0.644,0,D,0.0888,-6.763,Major,0.031,99.999,4/4,0.251
Clean Bandit,Dance,Solo (feat. Demi Lovato),6kPJZM97LwdG9QIsT7khp6,87,0.0441,0.737,222653,0.636,6.66e-05,B,0.35,-4.546,Minor,0.0437,105.005,4/4,0.565
DJ Snake,Dance,Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,82,0.0771,0.652,205947,0.713,1.02e-05,G#,0.144,-5.311,Major,0.0368,100.023,4/4,0.152
Bruno Mars,Dance,Locked Out Of Heaven,3w3y8KPTfNeOKPiqUTakBh,79,0.049,0.726,233478,0.698,0,F,0.309,-4.165,Major,0.0431,143.994,4/4,0.867
Destiny's Child,Dance,Say My Name,7H6ev70Weq6DdpZyyTmUXk,78,0.273,0.713,271333,0.678,0,F,0.149,-3.525,Minor,0.102,138.009,4/4,0.734
Justin Timberlake,Dance,Mirrors,4rHZZAmHpZrA3iH5zx8frV,77,0.234,0.574,484147,0.512,0,F,0.0946,-6.664,Minor,0.0503,76.899,4/4,0.512
Jonas Blue,Dance,Polaroid,1wsLHgXJ4SKIfd5ePSX1hD,84,0.293,0.652,193377,0.897,0,G,0.0722,-4.481,Minor,0.036,114.033,4/4,0.475
Jack & Jack,Dance,No One Compares To You,4cZ3UsiKd1kUQIaq4BFIj2,78,0.127,0.7,182920,0.748,0,C#,0.0941,-6.044,Major,0.0434,111.939,4/4,0.631
Beyoncé,Dance,Crazy In Love,5IVuqXILoxVWvWEPm82Jxr,78,0.00249,0.646,236133,0.77,0,D,0.0715,-6.596,Minor,0.226,99.165,4/4,0.681
Ruel,Dance,Younger,2qXicQG06oT0ijKBznpgQv,78,0.202,0.745,222320,0.477,0,B,0.12,-7.706,Minor,0.088,136.055,4/4,0.454
Ariana Grande,Dance,Break Free,12KUFSHFgT0XCoiSlvdQi4,77,0.0064,0.687,214840,0.702,4.35e-05,G,0.204,-5.324,Minor,0.0455,129.956,4/4,0.284
Calvin Harris,Dance,This Is What You Came For,0azC730Exh71aQlOt9Zj3y,81,0.199,0.63,222160,0.928,0.124,A,0.148,-2.787,Minor,0.0331,123.963,4/4,0.465
Lizzo,Dance,Juice,0onslUNmSLDkuYaideYWir,78,0.00611,0.767,195145,0.889,0,G,0.402,-2.988,Major,0.0963,119.93,4/4,0.843
James Arthur,Dance,Can I Be Him,0VhgEqMTNZwYL1ARDLLNCX,79,0.308,0.696,246880,0.543,0,B,0.0939,-6.164,Major,0.0489,107.969,4/4,0.479
Troye Sivan,Dance,Dance To This (feat. Ariana Grande),2NjO87HyT80fsgejd3PLYW,78,0.00632,0.736,231847,0.756,0.00577,B,0.106,-7.099,Major,0.047,117.016,4/4,0.712
One Direction,Dance,Story of My Life,4nVBt6MZDDP6tRVdQTgxJg,79,0.225,0.6,245493,0.663,0,D#,0.119,-5.802,Major,0.0477,121.07,4/4,0.286
Justin Bieber,Dance,Sorry,09CtPGIpYB4BrO8qb1RGsF,81,0.0865,0.605,200787,0.768,0,C,0.308,-3.724,Minor,0.0476,100.209,4/4,0.414
Ariana Grande,Dance,Everyday,6yL2kTsdVwYnGwPkKGtMd5,76,0.0152,0.637,194840,0.733,0,G,0.162,-4.387,Minor,0.0553,131.005,4/4,0.432
Ariana Grande,Dance,Problem,7vS3Y0IKjde7Xg85LWIEdP,77,0.0192,0.66,193920,0.805,8.83e-06,C#,0.159,-5.352,Minor,0.153,103.009,4/4,0.625
Harry Styles,Dance,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,79,0.0275,0.516,340707,0.595,0,F,0.109,-4.63,Major,0.0313,119.972,4/4,0.222
Sean Paul,Dance,Temperature,0k2GOhqsrxDTAbFFSdNJjT,76,0.106,0.951,218573,0.6,0,C,0.0712,-4.675,Minor,0.0685,125.04,4/4,0.822
Rihanna,Dance,Bitch Better Have My Money,0NTMtAO2BV4tnGvw9EgBVq,77,0.0538,0.778,219306,0.741,2.04e-06,A#,0.29,-4.97,Minor,0.0484,102.95,4/4,0.364
Ciara,Dance,"One, Two Step",7uKcScNXuO3MWw6LowBjW1,76,0.042,0.944,203787,0.511,0.00107,F,0.0379,-10.96,Minor,0.161,113.046,4/4,0.842
Fifth Harmony,Dance,Work from Home (feat. Ty Dolla $ign),4tCtwWceOPWzenK2HAIJSb,80,0.103,0.803,214480,0.585,3.94e-06,G#,0.0644,-5.861,Major,0.0432,105.017,4/4,0.593
Tears For Fears,Dance,Everybody Wants To Rule The World,4RvWPyQ5RL0ao9LPZeSouE,81,0.372,0.638,251489,0.8,0.00553,G,0.113,-12.077,Major,0.0572,112.055,4/4,0.569
Clean Bandit,Dance,I Miss You (feat. Julia Michaels),0Ult84lvFuqNvbyXwyRQ58,83,0.299,0.693,205987,0.624,7.64e-06,C,0.0955,-7.482,Minor,0.0448,105.002,4/4,0.369
Alec Benjamin,Dance,Let Me Down Slowly (feat. Alessia Cara),1roCmBlcpV7LzsmB7pmCyt,77,0.716,0.655,169175,0.569,7.4e-06,C#,0.135,-5.018,Minor,0.0349,150.267,4/4,0.44
Why Don't We,Dance,Hooked,2N2s2s2w0jmSIPNZcm8Jnr,77,0.0941,0.623,204907,0.624,0,C#,0.119,-5.469,Major,0.0595,180.016,4/4,0.347
Ruel,Dance,Dazed & Confused,2pyjbGTpJCPjMYwCbdymiF,76,0.102,0.688,189608,0.5,0,D,0.355,-7.411,Major,0.138,127.906,3/4,0.418
Usher,Dance,My Boo,68vgtRHr7iZHpzGpon6Jlo,77,0.257,0.662,223440,0.507,0,F,0.0465,-8.238,Major,0.118,86.412,4/4,0.676
The Chainsmokers,Dance,Beach House,2bQhVQbV7VBzSOPo8mbkUR,76,0.174,0.4,206120,0.838,0,C,0.341,-4.491,Major,0.0526,179.945,4/4,0.533
ZAYN,Dance,Good Years,1V1NpX9DlBb9koXof9nIBF,78,0.55,0.638,180120,0.411,0,D,0.141,-5.979,Major,0.042,96.969,4/4,0.158
Axwell /\ Ingrosso,Dance,More Than You Know,6h5PAsRni4IRlxWr6uDPTP,83,0.0275,0.646,203000,0.741,0,F,0.312,-4.973,Minor,0.034,123.077,4/4,0.571
Seeb,Dance,Grip,3gicyfiEVMGONgzygpWjNT,81,0.331,0.598,198075,0.904,0,E,0.264,-2.293,Major,0.0507,138.091,4/4,0.503
Avril Lavigne,Dance,Complicated,5xEM5hIgJ1jjgcEBfpkt2F,77,0.0572,0.585,244507,0.776,7.74e-06,F,0.3,-5.898,Major,0.0459,77.987,4/4,0.427
Avicii,Dance,Without You (feat. Sandro Cavazza),6Pgkp4qUoTmJIPn7ReaGxL,83,0.0018,0.653,181673,0.863,0,D,0.0406,-4.799,Major,0.0457,134.004,4/4,0.276
NOTD,Dance,I Wanna Know (feat. Bea Miller),18W92Zm1KjLCbUIszOhpkD,79,0.0253,0.661,197939,0.725,0,F#,0.123,-4.859,Major,0.0563,119.927,4/4,0.605
Flo Rida,Dance,Low (feat. T-Pain),0CAfXk7DXMnon4gLudAp7J,80,0.0928,0.918,231400,0.609,0,A#,0.139,-5.64,Minor,0.0791,128.008,4/4,0.304
Katy Perry,Dance,Dark Horse,5jrdCoLpJSvHHorevXBATy,77,0.00314,0.645,215672,0.585,0,F#,0.165,-6.122,Major,0.0513,131.931,4/4,0.353
MGMT,Dance,Electric Feel,3FtYbEfBqAlGO46NUDQSAt,76,0.0714,0.763,229640,0.807,0.28,C#,0.348,-3.714,Major,0.035,103.038,3/4,0.559
Taylor Swift,Dance,Look What You Made Me Do,1JbR9RDP3ogVNEWFgNXAjh,77,0.204,0.766,211853,0.709,1.41e-05,A,0.126,-6.471,Minor,0.123,128.07,4/4,0.506
MKTO,Dance,Classic,6FE2iI43OZnszFLuLtvvmg,77,0.0384,0.72,175427,0.791,0,C#,0.157,-4.689,Major,0.124,102.071,4/4,0.756
Shawn Mendes,Dance,Where Were You In The Morning?,376Gg7Oxo5C5jUWDWpVXeI,78,0.554,0.716,200600,0.519,0,G,0.0993,-7.472,Major,0.0554,87.963,4/4,0.466
Nelly,Dance,Dilemma,0ARK753YaiJbpLUk7z5yIM,78,0.211,0.725,289173,0.534,2.91e-05,D,0.221,-8.364,Minor,0.167,168.119,4/4,0.621
James Arthur,Dance,Empty Space,1uru26I2JKd2mQZt0MDCUe,82,0.215,0.404,214227,0.531,0,C#,0.0521,-4.328,Major,0.103,164.848,4/4,0.321
Lorde,Dance,Royals,2dLLR6qlu5UJ5gk0dKz0h3,77,0.106,0.616,190185,0.432,0,G,0.132,-9.546,Major,0.133,84.778,4/4,0.302
David Guetta,Dance,Like I Do,6RnkFd8Fqqgk1Uni8RgqCQ,80,0.00664,0.635,202500,0.9,0.0145,C,0.37,-3.719,Minor,0.0377,127.978,4/4,0.15
Little Mix,Dance,Woman Like Me (feat. Nicki Minaj),6rrTr2HEAzlpC4KWZxF3S1,84,0.173,0.757,228207,0.849,0,F,0.0878,-3.424,Minor,0.0536,150.036,4/4,0.826
Jess Glynne,Dance,I'll Be There,083Qf6hn6sFL6xiOHlZUyn,81,0.0228,0.623,193924,0.851,0,G,0.12,-3.111,Major,0.0409,100.063,4/4,0.4
James Arthur,Dance,Naked,7krbSH3rd8lhIZvuzTV3Bl,82,0.104,0.529,234107,0.607,0,F#,0.0631,-6.781,Major,0.0574,101.966,4/4,0.238
Eurythmics,Dance,Sweet Dreams (Are Made of This) - Remastered,1TfqLAPs4K3s2rJMoCokcS,82,0.227,0.692,216933,0.711,0,C,0.12,-7.498,Minor,0.0317,125.135,4/4,0.875
Charlie Puth,Dance,The Way I Am,6qNALlmZa1ESnCxJmXE1K9,76,0.314,0.755,186080,0.769,2.38e-06,A#,0.0628,-5.658,Minor,0.186,114.966,4/4,0.642
Zara Larsson,Dance,Never Forget You,6hmhG1b4LEyNuashVvuIAo,79,0.00312,0.583,213428,0.732,9.86e-06,B,0.269,-5.728,Minor,0.0457,145.992,4/4,0.276
Charlie Puth,Dance,How Long,6wmAHw1szh5RCKSRjiXhPe,79,0.211,0.845,200853,0.561,3.49e-06,C#,0.0383,-5.253,Minor,0.0778,109.974,4/4,0.811
Beyoncé,Dance,Love On Top,1z6WtY7X4HQJvzxC4UgkSf,76,0.0849,0.652,267413,0.748,0,C,0.604,-5.242,Major,0.0887,94.1,4/4,0.652
The Clash,Dance,Should I Stay or Should I Go - Remastered,39shmbIHICJ2Wxnk1fPSdz,79,0.079,0.742,188987,0.833,0,D,0.384,-6.463,Major,0.115,113.375,4/4,0.816
Pitbull,Dance,Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,77,0.0921,0.72,229360,0.802,0,C#,0.694,-5.797,Major,0.0582,124.043,4/4,0.723
OneRepublic,Dance,Connection,3T4UodGkfZObJ43RtA5KFU,78,0.000837,0.611,148460,0.602,0,F,0.112,-4.89,Major,0.0437,168.154,4/4,0.624
The Chainsmokers,Dance,Sick Boy,58kZ9spgxmlEznXGu6FPdQ,78,0.109,0.663,193200,0.577,0,B,0.12,-7.518,Minor,0.0531,89.996,4/4,0.454
Katy Perry,Dance,Roar,6F5c58TMEs1byxUstkzVeM,77,0.00487,0.554,223546,0.772,6.6e-06,G,0.354,-4.821,Minor,0.0418,179.984,4/4,0.455
DJ Snake,Dance,Middle,0g5EKLgdKvNlln7TNqBByK,78,0.0203,0.586,220573,0.701,0,C#,0.055,-5.326,Minor,0.0416,104.957,4/4,0.254
Sean Kingston,Dance,Beautiful Girls,1hGy2eLcmC8eKx7qr1tOqx,77,0.15,0.762,225373,0.661,0,C#,0.256,-6.075,Minor,0.0687,130.009,4/4,0.769
Little Mix,Dance,Shout Out to My Ex,1pwo8l3Ko7idwaz4LVUEC4,80,0.0239,0.773,246240,0.747,8.23e-06,F,0.11,-4.061,Major,0.0889,126.014,4/4,0.8
Prince Royce,Dance,Adicto,4Xqpt53kWML7eTObGxQ43i,78,0.318,0.735,209192,0.762,0,D,0.371,-5.547,Minor,0.04,116.027,4/4,0.7
Flo Rida,Dance,My House,6Knv6wdA0luoMUuuoYi2i1,77,0.0215,0.688,192191,0.702,0,G,0.128,-4.792,Minor,0.0499,94.006,4/4,0.74
Soulja Boy,Dance,Kiss Me Thru The Phone,2q4rjDy9WhaN3o9MvDbO21,76,0.0175,0.761,193387,0.724,0,G,0.116,-3.818,Major,0.111,149.936,4/4,0.815
Kesha,Dance,TiK ToK,0HPD5WQqrq7wPWR7P7Dw1i,76,0.0991,0.755,199693,0.837,0,D,0.289,-2.718,Minor,0.142,120.028,4/4,0.714
Jessie J,Dance,Bang Bang,0puf9yIluy9W0vpMEUoAnN,79,0.26,0.706,199387,0.786,0,C,0.38,-3.417,Minor,0.0909,150.035,4/4,0.749
James TW,Dance,When You Love Someone,1o6YK7phnXgsljfWSQQfWc,80,0.248,0.675,216373,0.444,0,G,0.0531,-6.067,Major,0.028,125.884,4/4,0.356
Bruno Mars,Dance,Treasure,55h7vJchibLdUkxdlX3fK7,76,0.0412,0.874,178560,0.692,7.24e-05,F,0.324,-5.28,Minor,0.0431,116.017,4/4,0.937
Charlie Puth,Dance,Done for Me (feat. Kehlani),1lsBTdE6MGsKeZCD6llNu7,76,0.193,0.856,180493,0.632,0,F#,0.0688,-3.692,Minor,0.074,112.009,4/4,0.697
Alesso,Dance,REMEDY,6jreFSOTUAViWjKyzOC4Kg,83,0.269,0.601,190295,0.775,0,C,0.0883,-4.612,Major,0.0473,119.964,4/4,0.483
Nicki Minaj,Dance,Chun-Li,1e4rwBPVI32vZtTJu7mJ4J,76,0.276,0.69,191600,0.729,5.08e-05,F#,0.106,-5.08,Minor,0.372,128.96,5/4,0.478
Beyoncé,Dance,Run the World (Girls),1uXbwHHfgsXcUKfSZw5ZJ0,76,0.00496,0.733,236093,0.899,4.72e-05,C,0.372,-4.237,Major,0.143,127.086,4/4,0.76
Jeremih,Dance,Impatient,3WjyiSbfR74pjWXQ3IaFKJ,76,0.124,0.802,245520,0.412,0,F,0.103,-5.963,Minor,0.0478,89.546,4/4,0.394
Mariah Carey,Dance,All I Want for Christmas Is You,0bYg9bo50gSsH3LtXe2SQn,76,0.164,0.335,241107,0.625,0,G,0.0708,-7.462,Major,0.0386,150.277,4/4,0.346
Blackstreet,Dance,No Diggity,6MdqqkQ8sSC0WB4i8PyRuQ,78,0.303,0.868,304600,0.646,0,C#,0.284,-4.674,Minor,0.288,88.641,4/4,0.67
Sigala,Dance,Just Got Paid,0v3BMLcwUmAwyqJaf5997o,81,0.0348,0.732,218250,0.922,0,F#,0.146,-1.829,Minor,0.0975,120.033,4/4,0.589
Miley Cyrus,Dance,Malibu,1UZOjK1BwmwWU14Erba9CZ,79,0.0767,0.573,231907,0.781,2.64e-05,G#,0.0813,-6.406,Major,0.0555,139.934,4/4,0.343
Clean Bandit,Dance,Symphony (feat. Zara Larsson),1x5sYLZiu9r5E43kMlt9f8,81,0.259,0.707,212459,0.629,1.6e-05,C,0.138,-4.581,Minor,0.0563,122.863,4/4,0.457
The Chainsmokers,Dance,Side Effects,0bGLvHd0ApdT4t0shCfpzG,77,0.00217,0.669,172747,0.711,0,G#,0.466,-6.758,Major,0.033,110.01,4/4,0.544
Selena Gomez,Dance,Back To You,514rhnksEwHUh6LxXsQ4Y9,76,0.0984,0.6,210240,0.683,1.26e-06,F#,0.11,-6.271,Major,0.0493,102.036,4/4,0.494
Soulja Boy,Dance,Crank That (Soulja Boy),66TRwr5uJwPt15mfFkzhbi,77,0.511,0.732,221933,0.724,0,C,0.0491,-2.104,Major,0.101,140.13,4/4,0.808
ZAYN,Dance,Entertainer,6kjKRa91zikS6ZOL2Rt1QF,76,0.475,0.696,202600,0.568,2.44e-05,F,0.0922,-8.017,Major,0.0369,153.93,4/4,0.504
Jason Derulo,Dance,Swalla (feat. Nicki Minaj & Ty Dolla $ign),6kex4EBAj0WHXDKZMEJaaF,80,0.075,0.696,216409,0.817,0,C#,0.187,-3.862,Major,0.109,98.064,4/4,0.782
Justin Bieber,Dance,What Do You Mean?,4B0JvthVoAAuygILe3n4Bs,78,0.61,0.837,205680,0.571,0.000898,F,0.0849,-8.273,Minor,0.0922,125.034,4/4,0.801
Wisin,Dance,Escápate Conmigo (feat. Ozuna),1KSqYYJFyfTecXFk9M0prc,79,0.0256,0.744,232787,0.859,6.27e-05,B,0.0881,-3.166,Major,0.0795,91.977,4/4,0.787
James TW,Dance,You & Me,5g45gvxgaYVuhkDACPnvfh,79,0.196,0.714,231653,0.683,7.73e-06,B,0.102,-6.333,Major,0.0443,127.021,4/4,0.824
Leona Lewis,Dance,Bleeding Love,7wZUrN8oemZfsEd1CGkbXE,80,0.188,0.638,262467,0.656,0,F,0.146,-5.886,Major,0.0357,104.036,4/4,0.225
Trey Songz,Dance,Chi Chi (feat. Chris Brown),0UvBmQOhu4DVXJtdzGc5eV,76,0.548,0.744,139567,0.549,0,A,0.137,-6.041,Minor,0.0387,110.004,4/4,0.277
Avicii,Dance,Hey Brother,4RXpgGM7A4Hg7cFBoH5KyF,78,0.0279,0.537,255093,0.777,6.12e-05,G,0.0838,-4.829,Minor,0.0473,124.943,4/4,0.427
Charli XCX,Dance,1999,05mAIVLkIWc2d1UBYZBCp8,83,0.0227,0.739,189000,0.742,1.39e-06,G,0.229,-4.586,Major,0.0329,124.016,4/4,0.659
Niall Horan,Dance,Too Much To Ask,39jXnbACjiaiTwwhsr5sY5,78,0.381,0.509,223044,0.538,0,C,0.13,-6.456,Major,0.0397,153.711,4/4,0.178
Luis Fonsi,Dance,Échame La Culpa,2hl6q70unbviGo3g1R7uFx,78,0.0328,0.726,173720,0.889,0,C,0.0925,-3.655,Major,0.0429,96.024,4/4,0.649
Britney Spears,Dance,Oops!...I Did It Again,6naxalmIoLFWR0siv8dnQQ,77,0.3,0.751,211160,0.834,1.77e-05,C#,0.355,-5.444,Minor,0.0437,95.053,4/4,0.894
P!nk,Dance,A Million Dreams,0oagwWkGlBoACUuKvTmqZV,77,0.272,0.312,273640,0.499,0,G,0.0901,-6.282,Major,0.0397,148.173,4/4,0.191
Avicii,Dance,The Nights,0ct6r3EGTcMLPtrXHDvVjc,79,0.0166,0.527,176658,0.835,0,F#,0.249,-5.298,Major,0.0433,125.983,4/4,0.654
Wham!,Dance,Wake Me up Before You Go-Go,0ikz6tENMONtK6qGkOrU3c,79,0.272,0.62,231333,0.574,0,C,0.0607,-11.893,Major,0.0421,81.548,4/4,0.9
Nicki Minaj,Dance,Bed (feat. Ariana Grande),3L4GsGLgxpHieVQH86H8bv,77,0.0348,0.757,189533,0.73,6.17e-05,G,0.136,-6.304,Major,0.187,90.013,4/4,0.451
Rihanna,Dance,Pon de Replay,4TsmezEQVSZNNPv5RJ65Ov,76,0.000155,0.779,246960,0.64,0.00077,G,0.101,-8.415,Major,0.159,99.019,4/4,0.498
David Guetta,Dance,Flames,33IOhptvC2Qoy2UhjiHXLV,83,0.0723,0.609,195000,0.726,8.45e-06,F,0.0895,-4.346,Minor,0.0414,93.958,4/4,0.362
Avicii,Dance,Waiting For Love,2P4OICZRVAQcYAV2JReRfj,80,0.31,0.579,230613,0.736,0,F#,0.198,-3.863,Minor,0.0527,127.999,4/4,0.613
Dua Lipa,Dance,Want To,5fK0Q3j2iUcQtiRDXlPW0K,77,0.0788,0.572,211818,0.691,0.000132,G#,0.0619,-4.783,Minor,0.123,92.082,4/4,0.318
David Guetta,Dance,Don't Leave Me Alone (feat. Anne-Marie),2lYTJK94hb0fd1LQtb6Dhk,79,0.118,0.659,183750,0.738,0,E,0.115,-5.072,Minor,0.0477,127.95,4/4,0.481
Natasha Bedingfield,Dance,Unwritten,1D1nixOVWOxvNfWi0UD7VX,77,0.00577,0.706,259333,0.801,0,F,0.0822,-6.333,Major,0.0399,100.013,4/4,0.63
Rita Ora,Dance,Only Want You,2CTN6UuO2dNEVZXR0DJVk2,78,0.0599,0.654,180760,0.528,7.14e-05,F#,0.0975,-6.224,Minor,0.0412,82.014,4/4,0.376
Shawn Mendes,Dance,Nervous,5wxurz8J6YlyQRNnGN8zXS,76,0.0404,0.841,164147,0.623,0,C,0.126,-6.76,Major,0.0776,121.983,4/4,0.744
XO Cupid,Dance,True Colors (feat. Maya Avedis),4AMY0oGSt7vZwgxDnHCJBr,79,0.0796,0.636,184020,0.63,0,C,0.13,-6.396,Major,0.0346,104.845,4/4,0.454
Louis Tomlinson,Dance,Back to You (feat. Bebe Rexha & Digital Farm Animals),7F9vK8hNFMml4GtHsaXui6,76,0.207,0.683,190428,0.53,0,F,0.394,-4.918,Minor,0.142,75.016,4/4,0.645
Shakira,Dance,Chantaje (feat. Maluma),6mICuAdrwEjh6Y6lroV2Kg,78,0.187,0.852,195840,0.773,3.05e-05,G#,0.159,-2.921,Minor,0.0776,102.034,4/4,0.907
Rihanna,Dance,Don't Stop The Music,0ByMNEPAPpOR5H69DVrTNy,78,0.0336,0.835,267080,0.669,6.92e-05,F#,0.0535,-5.582,Minor,0.0643,122.668,4/4,0.542
Avicii,Dance,Lonely Together (feat. Rita Ora),75NhhYjHO43mvZgYtnXgti,79,0.176,0.65,181812,0.683,2.82e-05,F,0.0832,-5.284,Major,0.0704,102.968,4/4,0.228
Shakira,Dance,Clandestino,7DrluKkTviBwCc8AV3VGmf,81,0.39,0.766,231921,0.822,3.37e-05,C#,0.349,-4.126,Minor,0.16,165.842,4/4,0.881
JoJo,Dance,"Too Little, Too Late - Radio Version",7oUMJhQp5Bqu6HqxSZs02v,73,0.0183,0.446,221573,0.77,1.07e-06,F#,0.122,-6.121,Minor,0.0549,82.765,4/4,0.717
Capital Cities,Dance,Safe And Sound,6Z8R6UsFuGXGtiIxiD8ISb,76,0.000194,0.656,192790,0.821,0.00232,C,0.101,-4.838,Major,0.0325,117.948,5/4,0.791
Calvin Harris,Dance,Summer,6YUTL4dYpB9xZO5qExPf05,78,0.0211,0.596,222533,0.856,0.0178,E,0.141,-3.556,Minor,0.0346,127.949,4/4,0.743
Camila Cabello,Dance,Crying in the Club,1SJtlNRJDeYHioymcvsqev,76,0.334,0.334,216391,0.617,0,F#,0.163,-5.834,Minor,0.383,85.227,4/4,0.603
Britney Spears,Dance,Toxic,6I9VzXrHxO9rA9A5euc8Ak,79,0.0249,0.774,198800,0.838,0.025,F,0.242,-3.914,Minor,0.114,143.04,4/4,0.924
Clean Bandit,Dance,Rockabye (feat. Sean Paul & Anne-Marie),5knuzwU65gJK7IF5yJsuaW,81,0.406,0.72,251088,0.763,0,A,0.18,-4.068,Minor,0.0523,101.965,4/4,0.742
